GEMSTONE_MAIN_CATEGORY,GEMSTONE_SUB_CATEGORY,GEMSTONE_CLASSIFICATION,GEMSTONE_NAME
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Maw-sit-sit
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Maxixe Beryl
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Meliphanite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Mellite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Mesolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Microcline
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Microlite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Milarite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Millerite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Mimetite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Moldavite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Monazite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Moonstone
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Mordenite
Gemstones,Lab-Created Semi-Precious,Lab-Created Morganite,Lab-Created Morganite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Multi-Color
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Nambulite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Natrolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Nepheline
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Nephrite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Neptunite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Niccolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Nickeline
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Obsidian
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Oligoclase
Gemstones,Lab-Created Semi-Precious,Lab-Created Onyx,Lab-Created Onyx
Gemstones,Lab-Created Semi-Precious,Lab-Created Opal,Lab-Created Opal
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Oregon
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Oregon sunstone
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Orthoclase
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Padparadascha
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Padparadascha Sapphire
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Painite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Palygorskite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Papagoite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pargasite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Parisite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pectolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pentlandite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Periclase
Gemstones,Lab-Created Semi-Precious,Lab-Created Peridot,Lab-Created Peridot
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Peristerite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Perthite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Petalite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Phenakite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Phosgenite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Phosphophyllite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pollucite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Poudretteite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Powellite
Gemstones,Lab-Created Semi-Precious,Lab-Created Prasiolite,Lab-Created Prasiolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Prehnite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Prosopite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Proteus
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Proustite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pumpellyite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Purpurite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrargyrite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrope
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrope 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrope 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrophyllite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyroxmangite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Pyrrhotite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Quahog
Gemstones,Lab-Created Semi-Precious,Lab-Created Quartz,Lab-Created Quartz
Gemstones,Lab-Created Semi-Precious,Lab-Created Quartzite,Lab-Created Quartzite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Realgar
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Red Berryl
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Reisling Beryl
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodizite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodochosite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodochrosite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodolite 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rhodonite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rock Crystal
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rubellite
Gemstones,Lab-Created Precious,Lab-Created Ruby,Lab-Created Ruby
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Rutile
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sacrolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Samarskite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sanidine
Gemstones,Lab-Created Precious,Lab-Created Sapphire,Lab-Created Sapphire
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sard
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sardonyx
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Scapolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Scheelite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Scolecite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sellaite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Senarmontite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Serandite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Shattuckite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Shortite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Siderite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Simpsonite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sinhalite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Smaltite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sodalite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sogdianite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Spectrolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Spessartite 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sphalerite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sphene
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sphene 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sphene titanite
Gemstones,Lab-Created Semi-Precious,Lab-Created Spinel,Lab-Created Spinel
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Spodumene
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Spurrite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Star sapphire
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Staurolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Stichtite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Stolzite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Strontianite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sulfur
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sulphur
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Sunstone
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Taaffeite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tantalite
Gemstones,Lab-Created Semi-Precious,Lab-Created Tanzanite,Lab-Created Tanzanite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tashmarine Diopside
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tektite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Thulite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tigereye
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Titanite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Topaz
Gemstones,Lab-Created Semi-Precious,Lab-Created Tourmaline,Lab-Created Tourmaline
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tremolite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Triphylite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created True Blue Beryl
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tryphylite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tsavorite 
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Tugtupite
Gemstones,Lab-Created Semi-Precious,Lab-Created Turquoise,Lab-Created Turquoise
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Ulexite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Uvarovite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Vanadinite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Vanadium Beryl
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Variscite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Väyrynenite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Vesuvianite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Villiaumite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Wardite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Wavellite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Whewellite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Wilkeite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Willemite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Wollastonite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Wulfenite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Xonotlite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Zektzerite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Zincite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Zircon
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Zoisite
Gemstones,Lab-Created Semi-Precious,Lab-Created Other,Lab-Created Zultanite
Gemstones,Semi-Precious,Other,Labradorite
Gemstones,Semi-Precious,Other,Langbeinite
Gemstones,Semi-Precious,Other,Lapis Lazuli
Gemstones,Semi-Precious,Other,Larimar
Gemstones,Semi-Precious,Other,Laserblue
Gemstones,Semi-Precious,Other,Lawsonite
Gemstones,Semi-Precious,Other,Lazulite
Gemstones,Semi-Precious,Other,Legrandite
Gemstones,Semi-Precious,Other,Lepidolite
Gemstones,Semi-Precious,Other,Leucite
Gemstones,Semi-Precious,Other,Linarite
Gemstones,Semi-Precious,Other,Ludlamite
Gemstones,Semi-Precious,Other,Magnesite
Gemstones,Semi-Precious,Other,Malachite
Gemstones,Semi-Precious,Other,Malaia
Gemstones,Semi-Precious,Other,Mali
Gemstones,Semi-Precious,Other,Mandarin 
Gemstones,Semi-Precious,Other,Manganotantalite
Gemstones,Semi-Precious,Other,Marcasite
Gemstones,Semi-Precious,Other,Maw-sit-sit
Gemstones,Semi-Precious,Other,Maxixe Beryl
Gemstones,Semi-Precious,Other,Meliphanite
Gemstones,Semi-Precious,Other,Mellite
Gemstones,Semi-Precious,Other,Mesolite
Gemstones,Semi-Precious,Other,Microcline
Gemstones,Semi-Precious,Other,Microlite
Gemstones,Semi-Precious,Other,Milarite
Gemstones,Semi-Precious,Other,Millerite
Gemstones,Semi-Precious,Other,Mimetite
Gemstones,Semi-Precious,Other,Moldavite
Gemstones,Semi-Precious,Other,Monazite
Gemstones,Semi-Precious,Other,Moonstone
Gemstones,Semi-Precious,Other,Mordenite
Gemstones,Semi-Precious,Morganite,Morganite
Gemstones,Semi-Precious,Other,Multi-Color
Gemstones,Semi-Precious,Other,Nambulite
Gemstones,Semi-Precious,Other,Natrolite
Gemstones,Semi-Precious,Other,Nepheline
Gemstones,Semi-Precious,Other,Nephrite
Gemstones,Semi-Precious,Other,Neptunite
Gemstones,Semi-Precious,Other,Niccolite
Gemstones,Semi-Precious,Other,Nickeline
Gemstones,Semi-Precious,Other,Obsidian
Gemstones,Semi-Precious,Other,Oligoclase
Gemstones,Semi-Precious,Onyx,Onyx
Gemstones,Semi-Precious,Opal ,Opal 
Gemstones,Semi-Precious,Other,Oregon
Gemstones,Semi-Precious,Other,Oregon sunstone
Gemstones,Semi-Precious,Other,Orthoclase
Gemstones,Semi-Precious,Other,Padparadascha
Gemstones,Semi-Precious,Other,Padparadascha Sapphire
Gemstones,Semi-Precious,Other,Painite
Gemstones,Semi-Precious,Other,Palygorskite
Gemstones,Semi-Precious,Other,Papagoite
Gemstones,Semi-Precious,Other,Pargasite
Gemstones,Semi-Precious,Other,Parisite
Gemstones,Semi-Precious,Other,Pectolite
Gemstones,Semi-Precious,Other,Pentlandite
Gemstones,Semi-Precious,Other,Periclase
Gemstones,Semi-Precious,Peridot,Peridot
Gemstones,Semi-Precious,Other,Peristerite
Gemstones,Semi-Precious,Other,Perthite
Gemstones,Semi-Precious,Other,Petalite
Gemstones,Semi-Precious,Other,Phenakite
Gemstones,Semi-Precious,Other,Phosgenite
Gemstones,Semi-Precious,Other,Phosphophyllite
Gemstones,Semi-Precious,Other,Pollucite
Gemstones,Semi-Precious,Other,Poudretteite
Gemstones,Semi-Precious,Other,Powellite
Gemstones,Semi-Precious,Other,Cordierite)
Gemstones,Semi-Precious,Prasiolite,Prasiolite
Gemstones,Semi-Precious,Other,Prasolite
Gemstones,Semi-Precious,Other,Prehnite
Gemstones,Semi-Precious,Other,Prosopite
Gemstones,Semi-Precious,Other,Proteus
Gemstones,Semi-Precious,Other,Proustite
Gemstones,Semi-Precious,Other,Pumpellyite
Gemstones,Semi-Precious,Other,Purpurite
Gemstones,Semi-Precious,Other,Pyrargyrite
Gemstones,Semi-Precious,Other,Pyrite
Gemstones,Semi-Precious,Other,Pyrope
Gemstones,Semi-Precious,Other,Pyrope 
Gemstones,Semi-Precious,Other,Pyrope 
Gemstones,Semi-Precious,Other,Pyrophyllite
Gemstones,Semi-Precious,Other,Pyroxmangite
Gemstones,Semi-Precious,Other,Pyrrhotite
Gemstones,Semi-Precious,Other,Quahog
Gemstones,Semi-Precious,Quartz,Quartz
Gemstones,Semi-Precious,Quartzite,Quartzite
Gemstones,Semi-Precious,Other,Realgar
Gemstones,Semi-Precious,Other,Red Berryl
Gemstones,Semi-Precious,Other,Reisling Beryl
Gemstones,Semi-Precious,Other,Rhodizite
Gemstones,Semi-Precious,Other,Rhodochosite
Gemstones,Semi-Precious,Other,Rhodochrosite
Gemstones,Semi-Precious,Other,Rhodolite
Gemstones,Semi-Precious,Other,Rhodolite 
Gemstones,Semi-Precious,Other,Rhodonite
Gemstones,Semi-Precious,Other,Rock Crystal
Gemstones,Semi-Precious,Other,Rubellite
Gemstones,Precious,Ruby,Ruby
Gemstones,Semi-Precious,Other,Rutile
Gemstones,Semi-Precious,Other,Sacrolite
Gemstones,Semi-Precious,Other,Samarskite
Gemstones,Semi-Precious,Other,Sanidine
Gemstones,Precious,Sapphire,Sapphire
Gemstones,Semi-Precious,Other,Sard
Gemstones,Semi-Precious,Other,Sardonyx
Gemstones,Semi-Precious,Other,Scapolite
Gemstones,Semi-Precious,Other,Scheelite
Gemstones,Semi-Precious,Other,Scolecite
Gemstones,Semi-Precious,Other,Sellaite
Gemstones,Semi-Precious,Other,Senarmontite
Gemstones,Semi-Precious,Other,Serandite
Gemstones,Semi-Precious,Other,Shattuckite
Gemstones,Semi-Precious,Other,Shortite
Gemstones,Semi-Precious,Other,Siderite
Gemstones,Semi-Precious,Other,Simpsonite
Gemstones,Semi-Precious,Other,Sinhalite
Gemstones,Semi-Precious,Other,Smaltite
Gemstones,Semi-Precious,Other,Sodalite
Gemstones,Semi-Precious,Other,Sogdianite
Gemstones,Semi-Precious,Other,Spectrolite
Gemstones,Semi-Precious,Other,Spessartite 
Gemstones,Semi-Precious,Other,Sphalerite
Gemstones,Semi-Precious,Other,Sphene
Gemstones,Semi-Precious,Other,Sphene 
Gemstones,Semi-Precious,Other,Sphene titanite
Gemstones,Semi-Precious,Spinel,Spinel
Gemstones,Semi-Precious,Other,Spodumene
Gemstones,Semi-Precious,Other,Spurrite
Gemstones,Semi-Precious,Other,Star sapphire
Gemstones,Semi-Precious,Other,Staurolite
Gemstones,Semi-Precious,Other,Stichtite
Gemstones,Semi-Precious,Other,Stolzite
Gemstones,Semi-Precious,Other,Strontianite
Gemstones,Semi-Precious,Other,Sulfur
Gemstones,Semi-Precious,Other,Sulphur
Gemstones,Semi-Precious,Other,Sunstone
Gemstones,Non-precious,Crystals,Swarovski Crystals
Gemstones,Semi-Precious,Other,Taaffeite
Gemstones,Semi-Precious,Other,Tantalite
Gemstones,Semi-Precious,Tanzanite,Tanzanite
Gemstones,Semi-Precious,Other,Tashmarine Diopside
Gemstones,Semi-Precious,Other,Tektite
Gemstones,Semi-Precious,Other,Thulite
Gemstones,Semi-Precious,Other,Tigereye
Gemstones,Semi-Precious,Other,Titanite
Gemstones,Semi-Precious,Other,Topaz
Gemstones,Semi-Precious,Tourmaline,Tourmaline
Gemstones,Semi-Precious,Other,Tremolite
Gemstones,Semi-Precious,Other,Triphylite
Gemstones,Semi-Precious,Other,True Blue Beryl
Gemstones,Semi-Precious,Other,Tryphylite
Gemstones,Semi-Precious,Other,Tsavorite 
Gemstones,Semi-Precious,Other,Tugtupite
Gemstones,Semi-Precious,Turquoise,Turquoise
Gemstones,Semi-Precious,Other,Ulexite
Gemstones,Semi-Precious,Other,Uvarovite
Gemstones,Semi-Precious,Other,Vanadinite
Gemstones,Semi-Precious,Other,Vanadium Beryl
Gemstones,Semi-Precious,Other,Variscite
Gemstones,Semi-Precious,Other,Väyrynenite
Gemstones,Semi-Precious,Other,Vesuvianite
Gemstones,Semi-Precious,Other,Villiaumite
Gemstones,Semi-Precious,Other,Wardite
Gemstones,Semi-Precious,Other,Wavellite
Gemstones,Semi-Precious,Other,Whewellite
Gemstones,Semi-Precious,Other,Wilkeite
Gemstones,Semi-Precious,Other,Willemite
Gemstones,Semi-Precious,Other,Wollastonite
Gemstones,Semi-Precious,Other,Wulfenite
Gemstones,Semi-Precious,Other,Xonotlite
Gemstones,Semi-Precious,Other,Zektzerite
Gemstones,Semi-Precious,Other,Zincite
Gemstones,Semi-Precious,Other,Zircon
Gemstones,Semi-Precious,Other,Zoisite
Gemstones,Semi-Precious,Other,Zultanite
Pearls,Cultured,akoya-cultured Pearl,akoya-cultured Pearl
Pearls,Cultured,biwa-cultured Pearl,biwa-cultured Pearl
Pearls,Cultured,chinese-freshwater-cultured Pearl,chinese-freshwater-cultured Pearl
Pearls,Cultured,Freshwater Pearl,Freshwater Pearl
Pearls,Cultured,hybrid-cultured Pearl,hybrid-cultured Pearl
Pearls,Cultured,keshi-cultured Pearl,keshi-cultured Pearl
Pearls,Lab-Created Pealrs,Lab-Created Pealrs,Lab-Created Pealrs
Pearls,Cultured,mabe-cultured Pearl,mabe-cultured Pearl
Pearls,Cultured,majorca-cultured Pearl,majorca-cultured Pearl
Pearls,Natural,natural-pearl,natural-pearl
Pearls,Natural,Saltwater Pearl,Saltwater Pearl
Pearls,Cultured,south-sea-baroque-cultured Pearl,south-sea-baroque-cultured Pearl
Pearls,Cultured,south-sea-cultured Pearl,south-sea-cultured Pearl
Pearls,Cultured,tahitian-cultured Pearl,tahitian-cultured Pearl
